id,book,par_num,level,class,title,text,author
NULL,165,3,1,title,(MN)Majjhimapaṇṇāsapāḷi,第二篇 中分五十經篇,元亨寺
NULL,165,4,2,title,1. Gahapativaggo,初品　居士品,元亨寺
NULL,165,5,4,title,1. Kandarakasuttaṃ,第五一　乾達羅迦經,元亨寺
NULL,165,29,4,title,2. Aṭṭhakanāgarasuttaṃ,第五二　八城經,元亨寺
NULL,165,45,4,title,3. Sekhasuttaṃ,第五三　有學經,元亨寺
NULL,165,68,4,title,4. Potaliyasuttaṃ,第五四　哺多利經,元亨寺
NULL,165,109,4,title,5. Jīvakasuttaṃ,第五五　耆婆迦經,元亨寺
NULL,165,123,4,title,6. Upālisuttaṃ,第五六　優波離經,元亨寺
NULL,165,234,4,title,7. Kukkuravatikasuttaṃ,第五七　狗行者經,元亨寺
NULL,165,248,4,title,8. Abhayarājakumārasuttaṃ,第五八　無畏王子經,元亨寺
NULL,165,261,4,title,9. Bahuvedanīyasuttaṃ,第五九　多受經,元亨寺
NULL,165,277,4,title,10. Apaṇṇakasuttaṃ,第六〇　無戲論經,元亨寺
NULL,165,309,2,title,2. Bhikkhuvaggo,第二品　比丘品,元亨寺
NULL,165,310,4,title,1. Ambalaṭṭhikarāhulovādasuttaṃ,第六一　菴婆蘖林教誡羅睺羅經,元亨寺
NULL,165,325,4,title,2. Mahārāhulovādasuttaṃ,第六二　教誡羅睺羅大經,元亨寺
NULL,165,346,4,title,3. Cūḷamālukyasuttaṃ,第六三　摩羅迦小經,元亨寺
NULL,165,356,4,title,4. Mahāmālukyasuttaṃ,第六四　摩羅迦大經,元亨寺
NULL,165,372,4,title,5. Bhaddālisuttaṃ,第六五　跋陀利經,元亨寺
NULL,165,408,4,title,6. Laṭukikopamasuttaṃ,第六六　鶉喻經,元亨寺
NULL,165,425,4,title,7. Cātumasuttaṃ,第六七　車頭聚落經,元亨寺
NULL,165,437,4,title,8. Naḷakapānasuttaṃ,第六八　那羅伽波寧村經,元亨寺
NULL,165,460,4,title,9. Goliyānisuttaṃ,第六九　瞿尼師經,元亨寺
NULL,165,482,4,title,10. Kīṭāgirisuttaṃ,第七〇　枳吒山邑經,元亨寺
NULL,165,508,2,title,3. Paribbājakavaggo,第三品上　普行者品上,元亨寺
NULL,165,509,4,title,1. Tevijjavacchasuttaṃ,第七一　婆蹉衢多三明經,元亨寺
NULL,165,520,4,title,2. Aggivacchasuttaṃ,第七二　婆蹉衢多火〔喻〕經,元亨寺
NULL,165,550,4,title,3. Mahāvacchasuttaṃ,第七三　婆蹉衢多大經,元亨寺
NULL,165,579,4,title,4. Dīghanakhasuttaṃ,第七四　長爪經,元亨寺
NULL,165,588,4,title,5. Māgaṇḍiyasuttaṃ,第七五　摩犍提經,元亨寺
NULL,165,615,4,title,6. Sandakasuttaṃ,第七六　刪陀迦經,元亨寺
NULL,165,645,4,title,7. Mahāsakuludāyisuttaṃ,第七七　善生優陀夷大經,元亨寺
NULL,165,702,4,title,8. Samaṇamuṇḍikasuttaṃ,第七八　沙門文祁子經,元亨寺
NULL,165,733,4,title,9. Cūḷasakuludāyisuttaṃ,第七九　善生優陀夷小經,元亨寺
NULL,165,780,4,title,10. Vekhanasasuttaṃ,第八〇　鞞摩那修經,元亨寺
NULL,165,801,2,title,4. Rājavaggo,第四品　王品,元亨寺
NULL,165,802,4,title,1. Ghaṭikārasuttaṃ,第八一　陶師經,元亨寺
NULL,165,818,4,title,2. Raṭṭhapālasuttaṃ,第八二　賴吒惒羅經,元亨寺
NULL,165,906,4,title,3. Maghadevasuttaṃ,第八三　大天㮈林經,元亨寺
NULL,165,920,4,title,4. Madhurasuttaṃ,第八四　摩偷羅經,元亨寺
NULL,165,941,4,title,5. Bodhirājakumārasuttaṃ,第八五　菩提王子經,元亨寺
NULL,165,1018,4,title,6. Aṅgulimālasuttaṃ,第八六　鴦掘摩經,元亨寺
NULL,165,1087,4,title,7. Piyajātikasuttaṃ,第八七　愛生經,元亨寺
NULL,165,1103,4,title,8. Bāhitikasuttaṃ,第八八　鞞訶提經,元亨寺
NULL,165,1137,4,title,9. Dhammacetiyasuttaṃ,第八九　法莊嚴經,元亨寺
NULL,165,1151,4,title,10. Kaṇṇakatthalasuttaṃ,第九〇　普棘刺林經,元亨寺
NULL,165,1170,2,title,5. Brāhmaṇavaggo,第五品　婆羅門品,元亨寺
NULL,165,1171,4,title,1. Brahmāyusuttaṃ,第九一　梵摩經,元亨寺
NULL,165,1254,4,title,2. Selasuttaṃ,第九二　施羅經,元亨寺
NULL,165,1323,4,title,3. Assalāyanasuttaṃ,第九三　阿攝惒經〔阿攝羅耶那〕,元亨寺
NULL,165,1352,4,title,4. Ghoṭamukhasuttaṃ,第九四　瞿哆牟伽經,元亨寺
NULL,165,1386,4,title,5. Caṅkīsuttaṃ,第九五　商伽經,元亨寺
NULL,165,1415,4,title,6. Esukārīsuttaṃ,第九六　鬱瘦歌邏經,元亨寺
NULL,165,1436,4,title,7. Dhanañjānisuttaṃ,第九七　陀然經,元亨寺
NULL,165,1466,4,title,8. Vāseṭṭhasuttaṃ,第九八　婆私吒經,元亨寺
NULL,165,1608,4,title,9. Subhasuttaṃ,第九九　須婆經,元亨寺
NULL,165,1653,4,title,10. Saṅgāravasuttaṃ,第一〇〇　傷歌邏經,元亨寺
